id,date,text,views,forwards,replies,reactions,hour,weekday,love_reactions,total_reactions
18374,2025-04-27 08:10:22+00:00,"Срочный сбор! Делитесь своими весенними макияжами в комментариях, будем вдохновляться🩷

Мы обожаем использовать продукты Thim для создания нежного нюда. Легкий тон (обязательно с SPF), пудрово-ягодный цвет губ и мерцающие на солнце тени! 

— Солнцезащитная сыворотка SPF 50 Luminous Skin Sun Serum 
— Жидкая матовая помада Sheer Matte 
— Консилер Skin Cover Concealer Duo 
— Двусторонние тени Artist Touch Shadow Duo 

🤍При покупке этих и других средств можно получить до 1 500 бонусов на карту клиента до 30 апреля!

Реклама",127914,68,112,"{""ReactionEmoji(emoticon='❤')"": 586, 'ReactionCustomEmoji(document_id=5343638107403087029)': 305, ""ReactionEmoji(emoticon='👍')"": 187, ""ReactionEmoji(emoticon='😁')"": 47, ""ReactionEmoji(emoticon='🔥')"": 24, ""ReactionEmoji(emoticon='😍')"": 17, ""ReactionEmoji(emoticon='⚡')"": 12}",8,6,586,1178
19050,2025-05-31 15:54:16+00:00,"Когда пытаешься как можно сильнее загореть у себя на балконе, потому что нет времени на отпуск",77314,43,22,"{""ReactionEmoji(emoticon='❤')"": 721, ""ReactionEmoji(emoticon='😁')"": 285, ""ReactionEmoji(emoticon='👍')"": 170, 'ReactionCustomEmoji(document_id=5246778936951602392)': 108, ""ReactionEmoji(emoticon='🔥')"": 34, ""ReactionEmoji(emoticon='😍')"": 8, ""ReactionEmoji(emoticon='⚡')"": 2, ""ReactionEmoji(emoticon='😇')"": 1}",15,5,721,1329
17950,2025-03-29 11:47:08+00:00,"Наконец добрались до долгожданной новинки SHIKstudio — бальзамов для губ💍 

Увлажняют, защищают — все функции на уровне, а какое покрытие! Получается суперглянцевый эффект, при этом бальзам совсем не липкий. 

Админ влюбилась в этот оттенок, с коричневым карандашом получается что-то невероятное!

Реклама",122666,37,52,"{""ReactionEmoji(emoticon='❤')"": 630, 'ReactionCustomEmoji(document_id=5341831468064727862)': 293, ""ReactionEmoji(emoticon='😁')"": 140, ""ReactionEmoji(emoticon='👍')"": 122, ""ReactionEmoji(emoticon='🔥')"": 22, ""ReactionEmoji(emoticon='😇')"": 17, ""ReactionEmoji(emoticon='⚡')"": 13, ""ReactionEmoji(emoticon='😍')"": 9}",11,5,630,1246
19766,2025-07-16 16:21:06+00:00,"После вечеринки: 7 находок из Золотого Яблока, чтобы быстро восстановиться и зажигать дальше❗️

На свадьбах подруг, девичниках и бесконечных званых ужинах! Обо всем позаботится питательный уход для лица и волос, желе с витаминами и тушь, чтобы освежить взгляд с утра:

— разглаживающий крем для блеска волос TIGI Bed Head 
— интенсивно увлажняющий гель Clinique 
— пенка для умывания для чувствительной кожи Dr.Jart+ 
— сыворотка для лица Estee Lauder 
— лимфодренажная маска Icon Skin 
— тушь L’Oreal Paris 
— бальзам для умывания Elemis 
— разглаживающая маска-пилинг Erborian 
— БАД* для поддержки печени Any Buddy 

* БАД. Не является лекарственным средством.

Реклама",79268,81,18,"{""ReactionEmoji(emoticon='❤')"": 605, 'ReactionCustomEmoji(document_id=5408936677047570928)': 215, ""ReactionEmoji(emoticon='🔥')"": 158, ""ReactionEmoji(emoticon='⚡')"": 48, ""ReactionEmoji(emoticon='👍')"": 27, ""ReactionEmoji(emoticon='😍')"": 17, ""ReactionEmoji(emoticon='😁')"": 14, ""ReactionEmoji(emoticon='😇')"": 12}",16,2,605,1096
20651,2025-08-29 13:21:04+00:00,"Тестируем продукты RBG🩶

К нам на съемку попали объемная тушь «Черная Москва» и блеск для губ. 

500 реакций — и показываем их в действии!",58806,0,10,"{""ReactionEmoji(emoticon='❤')"": 818, 'ReactionCustomEmoji(document_id=5294214784856649592)': 427, ""ReactionEmoji(emoticon='⚡')"": 183, ""ReactionEmoji(emoticon='🔥')"": 92, ""ReactionEmoji(emoticon='😁')"": 30, ""ReactionEmoji(emoticon='👍')"": 27, ""ReactionEmoji(emoticon='😇')"": 17, ""ReactionEmoji(emoticon='😍')"": 8}",13,4,818,1602
19393,2025-06-24 12:02:39+00:00,"Визажист и бьюти-блогер Марго Калинина покажет, как сделать легкий и естественный макияж в солнечные дни. Подключайтесь к стриму и получите шанс выиграть летний бьюти-бокс с косметикой!",86885,19,5,"{""ReactionEmoji(emoticon='❤')"": 320, 'ReactionCustomEmoji(document_id=5294214784856649592)': 140, ""ReactionEmoji(emoticon='🔥')"": 70, ""ReactionEmoji(emoticon='⚡')"": 39, ""ReactionEmoji(emoticon='👍')"": 21, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='😇')"": 7, ""ReactionEmoji(emoticon='😁')"": 6}",12,1,320,616
19335,2025-06-20 10:47:45+00:00,"Даже в отпуске не расстаемся с этим лип-комбо Natalya SHIK💖

Для увлажнения и подготовки к макияжу используем восстанавливающий бальзам. Он смягчает и увлажняет, при этом ложится нелипким слоем. Отдельный лайфхак: его можно использовать даже как маску на ночь, чтобы интенсивнее напитать губы.

После наносим гелевый карандаш. Он комфортно скользит по губам и дарит им равномерный цвет. Оттенки в палитре натуральные и при этом насыщенные!",87918,70,35,"{""ReactionEmoji(emoticon='❤')"": 508, 'ReactionCustomEmoji(document_id=5294214784856649592)': 220, ""ReactionEmoji(emoticon='😁')"": 87, ""ReactionEmoji(emoticon='👍')"": 64, ""ReactionEmoji(emoticon='🔥')"": 18, ""ReactionEmoji(emoticon='😍')"": 14, ""ReactionEmoji(emoticon='😇')"": 9, ""ReactionEmoji(emoticon='⚡')"": 8}",10,4,508,928
18847,2025-05-23 16:40:16+00:00,"10 000 ❤️, и мы дропаем Labubu...",134615,1994,477,"{""ReactionEmoji(emoticon='❤')"": 17018, ""ReactionEmoji(emoticon='😍')"": 1893, ""ReactionEmoji(emoticon='👍')"": 1489, ""ReactionEmoji(emoticon='🔥')"": 653, ""ReactionEmoji(emoticon='😁')"": 313, 'ReactionCustomEmoji(document_id=5246778936951602392)': 302, ""ReactionEmoji(emoticon='⚡')"": 114, ""ReactionEmoji(emoticon='😇')"": 47}",16,4,17018,21829
18617,2025-05-09 14:03:39+00:00,"Это средство сразу привлекло наше внимание своей упаковкой. Кажется, будто в этой банке скрываются восточные секреты красоты... 

Тем не менее это бренд из Великобритании, а внутри — сыворотка, которая подходит для кожи век и лица. В отзывах одна девушка пыталась найти недостатки этого средства, но не смогла. Зато поделилась достоинствами: 

— позволяет экономить время 
— можно использовать днем и вечером 
— хорошо увлажняет кожу век и всего лица 
— консилер ложится идеально после такого ухода 

В избранное уже добавили... 

Реклама",134893,15,52,"{""ReactionEmoji(emoticon='❤')"": 469, 'ReactionCustomEmoji(document_id=5246778936951602392)': 219, ""ReactionEmoji(emoticon='🔥')"": 139, ""ReactionEmoji(emoticon='👍')"": 77, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='⚡')"": 5, ""ReactionEmoji(emoticon='😇')"": 5, ""ReactionEmoji(emoticon='😍')"": 3}",14,4,469,930
20263,2025-08-13 11:04:25+00:00,"Хотели попробовать ламинирование? Сначала затестите эту линейку ТРЕСеммé🌟

Омега-3-6-9 и лимонная кислота в составе коллекции Bondplex восстанавливают волосы изнутри, делают их крепкими и гладкими (эффект держится 72 часа). 

Поэтому, если локоны стали тусклыми, пересушились от агрессивного солнца, а на расческе остаются обломанные кончики, возьмите этот набор: 

— бессульфатный шампунь
— кондиционер 
— пре-шампунь
— сыворотка-ламинатор 

Реклама",89626,309,46,"{""ReactionEmoji(emoticon='❤')"": 684, 'ReactionCustomEmoji(document_id=5292238301036559394)': 311, ""ReactionEmoji(emoticon='😁')"": 137, ""ReactionEmoji(emoticon='😍')"": 92, ""ReactionEmoji(emoticon='🔥')"": 46, ""ReactionEmoji(emoticon='👍')"": 45, ""ReactionEmoji(emoticon='⚡')"": 21, ""ReactionEmoji(emoticon='😇')"": 15}",11,2,684,1351
19420,2025-06-25 15:03:14+00:00,"Когда я куплю билеты на море, я никому не скажу, но будут знаки...🍋

Эти продукты на фото! 

— масло для загара Ligne St. Barth 
— спрей-молочко Thalgo SPF50+
— мист для лица Mizon 
— крем-сорбет Comfort Zone 
— антиперспирант-стик «Дав»

P.S. Заказ этих продуктов приближает отпуск. Проверено!",91834,87,22,"{""ReactionEmoji(emoticon='❤')"": 509, 'ReactionCustomEmoji(document_id=5294214784856649592)': 195, ""ReactionEmoji(emoticon='🔥')"": 116, ""ReactionEmoji(emoticon='😁')"": 36, ""ReactionEmoji(emoticon='👍')"": 21, ""ReactionEmoji(emoticon='😍')"": 9, ""ReactionEmoji(emoticon='😇')"": 9, ""ReactionEmoji(emoticon='⚡')"": 6}",15,2,509,901
18088,2025-04-08 10:03:22+00:00,"Весенний чекап Pro Hair Lab — то, что нужно успеть в этом сезоне🩷

8 апреля в 16:00 (мск) звездный стилист Игорь Кимяшов проведет диагностику кожи головы и подберет полноценный уход L’Oréal Professionnel и Matrix для блогера Екатерины Мотовиловой. Обязательно подключайтесь к стриму!

До 21 апреля такую же диагностику вы сможете сделать сами в специальном чат-боте. Помимо этого, L’Oréal Professionnel и Matrix будут дарить подарки при офлайн-покупке и скидки до −25% на свои бестселлеры, в том числе: 

— шампунь для нейтрализации воздействия металлов  L’Oréal Professionnel Metal Detox

— смываемая бондинг-маска для укрепления волос Matrix Build-a-Bond

Еще больше информации об акции ищите здесь. 

Реклама",139728,65,66,"{""ReactionEmoji(emoticon='❤')"": 619, ""ReactionEmoji(emoticon='👍')"": 226, ""ReactionEmoji(emoticon='🔥')"": 158, ""ReactionEmoji(emoticon='😍')"": 65, ""ReactionEmoji(emoticon='⚡')"": 17, 'ReactionCustomEmoji(document_id=5343638107403087029)': 11, ""ReactionEmoji(emoticon='😁')"": 10}",10,1,619,1106
19286,2025-06-17 09:52:45+00:00,"Скидки до −50% на аксессуары для летних образов🧽

До 18 июня успевайте дополнить свой гардероб новыми украшениями, сумкой и солнечными очками! Акция действует онлайн, все подробности ищите здесь.

Показываем, что взяли себе:

— наручные часы Casio
— сумка Furla
— кольцо Trussardi
— ремень Högl
— солнцезащитные очки Keddo",92959,67,19,"{""ReactionEmoji(emoticon='❤')"": 566, 'ReactionCustomEmoji(document_id=5294214784856649592)': 253, ""ReactionEmoji(emoticon='🔥')"": 146, ""ReactionEmoji(emoticon='⚡')"": 43, ""ReactionEmoji(emoticon='👍')"": 30, ""ReactionEmoji(emoticon='😁')"": 20, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='😇')"": 13}",9,1,566,1084
18310,2025-04-24 13:04:16+00:00,"⚡В прямом эфире собираем бьюти-набор для путешествий и обсуждаем многофункциональные средства, которые удобно брать в поездку!",102302,4,0,"{'ReactionCustomEmoji(document_id=5343638107403087029)': 356, ""ReactionEmoji(emoticon='❤')"": 178, ""ReactionEmoji(emoticon='🔥')"": 108, ""ReactionEmoji(emoticon='👍')"": 71, ""ReactionEmoji(emoticon='⚡')"": 22, ""ReactionEmoji(emoticon='😁')"": 11}",13,3,178,746
18563,2025-05-05 06:53:03+00:00,"Лаймовое всё, и даже скидки на парфюм до –60%🧞‍♂️

Только до 11 мая мы снизили цены на флаконы Liquides Imaginaires, Chopard, Birkholz, Thomas Kosmala, Solinotes и другие бренды. Скидки также действуют на ароматы для дома — свечи, благовония, диффузоры и саше. 

Акция проходит на сайте, в приложении и во всех наших магазинах.

Реклама",122133,126,53,"{""ReactionEmoji(emoticon='❤')"": 499, 'ReactionCustomEmoji(document_id=5343638107403087029)': 263, ""ReactionEmoji(emoticon='⚡')"": 104, ""ReactionEmoji(emoticon='👍')"": 82, ""ReactionEmoji(emoticon='🔥')"": 21, ""ReactionEmoji(emoticon='😁')"": 20, ""ReactionEmoji(emoticon='😇')"": 8}",6,0,499,997
19550,2025-07-03 15:10:48+00:00,"Те самые кружки от друга-удаленщика в будний день из Золотого Яблока... 

На самом деле попросили Степу снять обзор на подарок, который можно получить при офлайн-покупке от 8 000 ₽ до 6 июля! 

❤️ за старания Степе, а все подробности акции можно найти здесь!",95307,21,27,"{""ReactionEmoji(emoticon='❤')"": 521, 'ReactionCustomEmoji(document_id=5408936677047570928)': 181, ""ReactionEmoji(emoticon='🔥')"": 101, ""ReactionEmoji(emoticon='👍')"": 48, ""ReactionEmoji(emoticon='😁')"": 19, ""ReactionEmoji(emoticon='😇')"": 9, ""ReactionEmoji(emoticon='⚡')"": 8, ""ReactionEmoji(emoticon='😍')"": 7}",15,3,521,894
18040,2025-04-05 15:31:54+00:00,"Откладывать активы из-за яркого солнца не планируем — показываем сыворотки Skinjestique на весну-лето✨

👉Retinol Anti-Aging Serum дает лифтинг-эффект, выравнивает тон и борется с воспалениями за счет ретинола. В формуле с фосфолипидами он действует мягче, а центелла успокаивает, поэтому сыворотку можно взять на теплый сезон. Главное — наносить ее на ночь, а утром использовать SPF не ниже 30!

👉Nourish & Repair Ceramide Serum стоит добавить в свою рутину для спокойствия кожи после активов. Внутри есть церамиды, трипептид меди и эктоин для эластичности и укрепления кожного барьера.

👉Super C Glow Serum содержит стабильную форму витамина C и упакована во флакон с защитным дозатором. Она осветляет пигментацию и постакне, а также работает как антиоксидант — мастхэв от фотостарения.

Реклама",157359,130,156,"{""ReactionEmoji(emoticon='❤')"": 768, 'ReactionCustomEmoji(document_id=5341831468064727862)': 342, ""ReactionEmoji(emoticon='🔥')"": 219, ""ReactionEmoji(emoticon='👍')"": 138, ""ReactionEmoji(emoticon='😁')"": 18, ""ReactionEmoji(emoticon='⚡')"": 15, ""ReactionEmoji(emoticon='😍')"": 15, ""ReactionEmoji(emoticon='😇')"": 13}",15,5,768,1528
19157,2025-06-08 12:15:00+00:00,"Нашли в составе шампуня Ollin Professional масло из листьев редчайшего растения🍃

Это анисовый мирт, который собирается вручную и растет только в древнем лесу Австралии. Вместе с гидролизованным шелком он дарит прикорневой объем, успокаивает кожу головы и помогает дольше сохранять ощущение свежести. 

В кружке показали лаконичную банку Pro Volume с удобной крышкой-защелкой! У шампуня ненавязчивый цитрусовый аромат и плотная текстура, которая легко мылится. 

Реклама",101252,48,19,"{""ReactionEmoji(emoticon='❤')"": 479, 'ReactionCustomEmoji(document_id=5294214784856649592)': 237, ""ReactionEmoji(emoticon='⚡')"": 88, ""ReactionEmoji(emoticon='👍')"": 70, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='🔥')"": 17, ""ReactionEmoji(emoticon='😁')"": 8, ""ReactionEmoji(emoticon='😇')"": 7}",12,6,479,928
19006,2025-05-31 06:59:11+00:00,"Блондинки, вы здесь? Ставьте 🔥, если да!

Восхищаемся вашей красотой и способностью поддерживать такой цвет волос. И, конечно, поздравляем вас со Всемирном днем блондинок. 

В честь вашего праздника собрали для вас продукты. Ловите ссылки:

— набор кистей Chicnie
— парфюмерная вода Loewe
— блеск для губ Dear Dahlia 
— тушь для ресниц Naj Oleari 
— румяна Naj Oleari 

P.S. Пересылай пост светловолосой подружке, чтобы поздравить ее!",100322,164,45,"{""ReactionEmoji(emoticon='🔥')"": 1107, ""ReactionEmoji(emoticon='❤')"": 503, 'ReactionCustomEmoji(document_id=5246778936951602392)': 264, ""ReactionEmoji(emoticon='⚡')"": 52, ""ReactionEmoji(emoticon='👍')"": 34, ""ReactionEmoji(emoticon='😇')"": 22, ""ReactionEmoji(emoticon='😍')"": 21, ""ReactionEmoji(emoticon='😁')"": 16}",6,5,503,2019
20981,2025-09-16 06:46:00+00:00,"Девочки, мы в тренде❤️‍🔥

В Тиктоке завирусилась новая эстетика, которая олицетворяет нас. Не смогли обойти стороной и подобрали продукты, вдохновившись. Ссылки оставляем в комментариях.

Фото: Pinterest",91915,260,77,"{""ReactionEmoji(emoticon='❤')"": 937, ""ReactionEmoji(emoticon='🔥')"": 396, 'ReactionCustomEmoji(document_id=5294214784856649592)': 346, ""ReactionEmoji(emoticon='😇')"": 51, ""ReactionEmoji(emoticon='😁')"": 30, ""ReactionEmoji(emoticon='👍')"": 21, ""ReactionEmoji(emoticon='⚡')"": 9, ""ReactionEmoji(emoticon='😍')"": 8}",6,1,937,1798
20716,2025-08-31 11:08:16+00:00,"Этот голубой флакон Thalgo как частичка отпуска🌊

Словно морской бриз, спрей для лица Reviving Marine Mist моментально освежает и увлажняет кожу. Все потому, что он состоит из натуральной атлантической воды и насыщен 92 минералами и микроэлементами. 

Мастхэв для тех, кто собирается в путешествие или просто хочет оживить себя в начале рабочей недели (еще и со скидкой −35%)!",60240,32,8,"{""ReactionEmoji(emoticon='❤')"": 436, 'ReactionCustomEmoji(document_id=5294214784856649592)': 240, ""ReactionEmoji(emoticon='🔥')"": 125, ""ReactionEmoji(emoticon='👍')"": 82, ""ReactionEmoji(emoticon='😇')"": 13, ""ReactionEmoji(emoticon='😁')"": 11, ""ReactionEmoji(emoticon='⚡')"": 8}",11,6,436,915
20175,2025-08-06 16:06:53+00:00,"Как сделать волосы в 5 раз плотнее и крепче?

Попробовать всю новую линейку «Клиар» для сухих и ломких волос. Она восстанавливает их изнутри, возвращает объем и дольше сохраняет окрашивание. Все из-за активных ингредиентов, собранных в эти мощные формулы: 

👉шампунь — ретинол, кератин, витамины Е и С 
👉крем-флюид — кератин, коллаген, витамины В3 и В5
👉маска — кератин, коллаген, аргановое масло 
👉тоник-активатор — ретинол, коллаген, ниацинамид

Реклама",102647,134,47,"{""ReactionEmoji(emoticon='❤')"": 545, 'ReactionCustomEmoji(document_id=5292238301036559394)': 242, ""ReactionEmoji(emoticon='🔥')"": 130, ""ReactionEmoji(emoticon='👍')"": 65, ""ReactionEmoji(emoticon='😁')"": 23, ""ReactionEmoji(emoticon='😍')"": 18, ""ReactionEmoji(emoticon='⚡')"": 15, ""ReactionEmoji(emoticon='😇')"": 12}",16,2,545,1050
20350,2025-08-17 09:24:06+00:00,"Жизнь наших высушенных на солнце волос разделилась на до и после. Рассказываем о находке, которой мы поставили 5 звезд!

Это пептидная маска Limba Cosmetics Instant Transformation для экспресс-восстановления волос. Если вы обожаете краситься в блонд или постоянно экспериментируете с укладками, то ее точно стоит затестить. Внутри — пептид, гидролизованный шелк и пшеничный протеин, которые укрепляют локоны, восстанавливают липидный слой, разглаживают и возвращают блеск. 

Сейчас покажем, как она работает. 

Реклама",68541,71,0,"{""ReactionEmoji(emoticon='❤')"": 365, 'ReactionCustomEmoji(document_id=5294214784856649592)': 215, ""ReactionEmoji(emoticon='😍')"": 104, ""ReactionEmoji(emoticon='👍')"": 53, ""ReactionEmoji(emoticon='🔥')"": 16, ""ReactionEmoji(emoticon='⚡')"": 12, ""ReactionEmoji(emoticon='😁')"": 12, ""ReactionEmoji(emoticon='😇')"": 9}",9,6,365,786
18395,2025-04-28 13:01:38+00:00,"⚡️Это гид по увлажняющим средствам! В прямом эфире вы узнаете, какие продукты подойдут именно вам и как правильно ввести их в ежедневный уход. 

Скорее жмите на кнопку и подключайтесь👇🏻",101279,2,0,"{""ReactionEmoji(emoticon='❤')"": 361, 'ReactionCustomEmoji(document_id=5343638107403087029)': 177, ""ReactionEmoji(emoticon='👍')"": 143, ""ReactionEmoji(emoticon='🔥')"": 50, ""ReactionEmoji(emoticon='⚡')"": 18, ""ReactionEmoji(emoticon='😁')"": 7, ""ReactionEmoji(emoticon='😍')"": 7}",13,0,361,763
18641,2025-05-12 15:05:11+00:00,"Любимые влажные салфетки теперь с новыми ароматами🤍
Salty Salt переносит на морское побережье, а Vanilla Spark — в любимую кондитерскую!

Какие выберете? 
❤️ — Salty Salt
🔥 — Vanilla Spark

Реклама",150230,568,123,"{""ReactionEmoji(emoticon='🔥')"": 2674, ""ReactionEmoji(emoticon='❤')"": 1573, 'ReactionCustomEmoji(document_id=5246778936951602392)': 309, ""ReactionEmoji(emoticon='👍')"": 114, ""ReactionEmoji(emoticon='😍')"": 40, ""ReactionEmoji(emoticon='⚡')"": 19, ""ReactionEmoji(emoticon='😇')"": 16, ""ReactionEmoji(emoticon='😁')"": 13}",15,0,1573,4758
17972,2025-03-30 12:11:26+00:00,"Здесь есть те, кто родился 30 марта?🎁

Во-первых, с днем рождения! Во-вторых, мы нашли аромат Neydo, который может стать сегодня особенным подарком для вас. Он называется Alien Fruit 30.03 — именно тогда Франческе приснился ольфакторный сон, в котором она почувствовала особые запахи. 

Франческа рассказала об этом парфюмеру Бертрану Дюшафуру, и он заключил ее сновидение в сочную цитрусовую композицию с нотами юзу, гуавы и мускуса. Аромат с точностью передает историю девушки о вечеринке у бассейна, где она повстречала незнакомцев с инопланетными фруктами неоново-желтого цвета.

Реклама. ООО «Екатеринбург Яблоко», ИНН 6670381056. Erid: 2VSb5wFGVEg",134723,160,62,"{""ReactionEmoji(emoticon='❤')"": 779, 'ReactionCustomEmoji(document_id=5341831468064727862)': 328, ""ReactionEmoji(emoticon='👍')"": 223, ""ReactionEmoji(emoticon='🔥')"": 87, ""ReactionEmoji(emoticon='😁')"": 27, ""ReactionEmoji(emoticon='😍')"": 24, ""ReactionEmoji(emoticon='😇')"": 9, 'ReactionCustomEmoji(document_id=5246778936951602392)': 1}",12,6,779,1478
20524,2025-08-26 08:04:42+00:00,"Шок-цены со скидками до −85% в Золотом Яблоке⚡️ В прямом эфире вместе с блогером Стёпой Скляром посмотрим, что можно купить в магазине: уход, декоративную косметику и парфюм. Подключайтесь и участвуйте в розыгрыше бьюти-бокса!",74022,23,0,"{""ReactionEmoji(emoticon='❤')"": 382, 'ReactionCustomEmoji(document_id=5294214784856649592)': 234, ""ReactionEmoji(emoticon='🔥')"": 106, ""ReactionEmoji(emoticon='⚡')"": 31, ""ReactionEmoji(emoticon='👍')"": 23, ""ReactionEmoji(emoticon='😁')"": 12, ""ReactionEmoji(emoticon='😍')"": 8, ""ReactionEmoji(emoticon='😇')"": 6}",8,1,382,802
20750,2025-09-01 05:04:06+00:00,"Скучали? Лаймовые цены до −50% вернулись🍂

Пора доставать любимое пальто, яркий берет и бежать на шопинг в Золотое Яблоко! Мы снизили цены на бьюти-подборку месяца, чтобы вы обновили сезонную косметичку. 

Бордовая помада, тени в теплых оттенках, свечи для дома, древесный парфюм и тысячи других вариантов. Акция продлится весь сентябрь в магазинах и онлайн.",79347,19,1,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 484, ""ReactionEmoji(emoticon='❤')"": 341, ""ReactionEmoji(emoticon='🔥')"": 166, ""ReactionEmoji(emoticon='😍')"": 51, ""ReactionEmoji(emoticon='👍')"": 26, ""ReactionEmoji(emoticon='😇')"": 22, ""ReactionEmoji(emoticon='😁')"": 20, ""ReactionEmoji(emoticon='⚡')"": 18}",5,0,341,1128
17984,2025-03-31 13:24:59+00:00,"Мармеладки, шоты и коктейли — на смену безвкусным таблеткам и добавкам пришел бренд ANY BUDDY💚

Это новое поколение корейских БАДов, которые занимают в сумке не больше места, чем любимый блеск для губ. Потому что они идут в порционных стиках на каждый день — удобно открыть и съесть/выпить в любом месте!

Детокс-напитки, шоты для успокоения, желе для сияния кожи и даже антипохмельные стики (неожиданно, но интересно). Можно взять на пробу набор из 3 штук, а если понравится, запастись коробкой из 30 штук. 

* Перед применением БАДов рекомендуем посоветоваться с врачом.

Реклама. ООО «Екатеринбург Яблоко», ИНН 6670381056. Erid: 2VSb5z9d82C",148607,184,24,"{""ReactionEmoji(emoticon='❤')"": 734, 'ReactionCustomEmoji(document_id=5341831468064727862)': 318, ""ReactionEmoji(emoticon='🔥')"": 197, ""ReactionEmoji(emoticon='👍')"": 144, ""ReactionEmoji(emoticon='😍')"": 21, ""ReactionEmoji(emoticon='😁')"": 20, ""ReactionEmoji(emoticon='⚡')"": 16, ""ReactionEmoji(emoticon='😇')"": 14}",13,0,734,1464
18513,2025-05-02 14:06:11+00:00,"В честь выхода сериала «Урок» на Okko заглянули в корзины героев в Золотом Яблоке 💚

Вы тоже можете это сделать, нажав сюда!",104756,78,54,"{'ReactionCustomEmoji(document_id=5343638107403087029)': 543, ""ReactionEmoji(emoticon='❤')"": 313, ""ReactionEmoji(emoticon='😍')"": 137, ""ReactionEmoji(emoticon='⚡')"": 72, ""ReactionEmoji(emoticon='👍')"": 44, ""ReactionEmoji(emoticon='🔥')"": 23, ""ReactionEmoji(emoticon='😁')"": 21, ""ReactionEmoji(emoticon='😇')"": 13, 'ReactionCustomEmoji(document_id=5246778936951602392)': 1}",14,4,313,1167
19462,2025-06-28 05:33:54+00:00,"Два SOS-средства Talika, если утренняя отечность сильнее обычного💄

▪️ В сыворотке с роликовым аппликатором есть каннабидиол, который стирает следы усталости и стресса. Прохладный металлический ролик уменьшает отечность и не царапает кожу.

▫️ Охлаждающий гель для кожи вокруг глаз тоже убирает темные круги и припухлости. В составе — кофеин, ниацинамид и гиалуроновая кислота для увлажнения.",99014,147,23,"{""ReactionEmoji(emoticon='❤')"": 426, 'ReactionCustomEmoji(document_id=5294214784856649592)': 205, ""ReactionEmoji(emoticon='👍')"": 101, ""ReactionEmoji(emoticon='😍')"": 46, ""ReactionEmoji(emoticon='🔥')"": 17, ""ReactionEmoji(emoticon='⚡')"": 5, ""ReactionEmoji(emoticon='😁')"": 5, ""ReactionEmoji(emoticon='😇')"": 5}",5,5,426,810
20549,2025-08-27 07:12:55+00:00,"Какой маникюр сделаете к осени? Делитесь референсами в комментариях, админы хотят вдохновиться🩷

Считаем, запись к любимому мастеру — хорошо, но домашний уход не менее важен! Поэтому сделали подборку для самых красивых ногтей и кожи рук (да, сезон перчаток не за горами): 

— крем с ароматов ванили и цитрусов Grown Alchemist
— питательная маска-перчатки Payot (15 пар)
— набор гибких пилочек Beter (6 штук)
— маникюрные ножницы RAD 
— женский комплекс витаминов и минералов UltraBalance*

* БАД. Не является лекарственным средством.",73906,53,151,"{""ReactionEmoji(emoticon='❤')"": 531, 'ReactionCustomEmoji(document_id=5294214784856649592)': 256, ""ReactionEmoji(emoticon='👍')"": 130, ""ReactionEmoji(emoticon='🔥')"": 91, ""ReactionEmoji(emoticon='😍')"": 15, ""ReactionEmoji(emoticon='😁')"": 14, ""ReactionEmoji(emoticon='😇')"": 3}",7,2,531,1040
20225,2025-08-10 14:45:37+00:00,"Как по форме ногтей понять, зумер вы или миллениал? Что смотреть в августе? И какой аромат выбрать для дома? Рассказываем в новом выпуске Flacon Magazine!

🌟 Кто ты, зумер или миллениал? Определяем по форме ногтей

🌟 Удачный месяц. Фильмы и сериалы августа 2025 года

🌟 Это домик лесной феи? 5 интерьерных спреев с зелеными ароматами

🌟 Каскад в тренде? Все про самую модную стрижку 2025 года

🌟 8 увлажняющих консилеров для отдохнувшего вида

🌟 От тарелок до благовоний. 10 стильных деталей для дома

🌟 Макияж #92imakeup. Повторяем тренд из TikTok",89974,66,35,"{""ReactionEmoji(emoticon='❤')"": 570, 'ReactionCustomEmoji(document_id=5292238301036559394)': 284, ""ReactionEmoji(emoticon='🔥')"": 197, ""ReactionEmoji(emoticon='👍')"": 90, ""ReactionEmoji(emoticon='😁')"": 29, ""ReactionEmoji(emoticon='😇')"": 29, ""ReactionEmoji(emoticon='😍')"": 28, ""ReactionEmoji(emoticon='⚡')"": 2}",14,6,570,1229
